,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/P90,Ast/P90,G+A/P90,G-PK/P90,G+A-PK/P90,xG,npxG,xA,npxG+xA,xG/P90,xA/P90,xG+xA/P90,npxG/P90,npxG+xA/P90
260,Remo Freuler,ch SUI,MF,29.0,29,28,2369.0,26.3,1.0,3.0,1.0,0.0,0.0,10.0,0.0,0.04,0.11,0.15,0.04,0.15,1.5,1.5,1.8,3.3,0.06,0.07,0.13,0.06,0.13
261,Berat Djimsiti,al ALB,DF,28.0,31,25,2256.0,25.1,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08,1.9,1.9,1.0,2.9,0.08,0.04,0.12,0.08,0.12
262,Mario Pašalić,hr CRO,"MF,FW",26.0,37,24,2002.0,22.2,13.0,6.0,13.0,0.0,0.0,3.0,0.0,0.58,0.27,0.85,0.58,0.85,9.7,9.7,6.4,16.1,0.44,0.29,0.73,0.44,0.73
263,Teun Koopmeiners,nl NED,MF,23.0,30,23,2126.0,23.6,4.0,1.0,4.0,0.0,0.0,4.0,0.0,0.17,0.04,0.21,0.17,0.21,2.2,2.2,4.9,7.1,0.09,0.21,0.3,0.09,0.3
264,Merih Demiral,tr TUR,DF,23.0,28,22,1917.0,21.3,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.05,0.09,0.14,0.05,0.14,2.2,2.2,0.0,2.2,0.1,0.0,0.1,0.1,0.1
265,Duván Zapata,co COL,FW,30.0,24,20,1722.0,19.1,10.0,4.0,7.0,3.0,3.0,3.0,0.0,0.52,0.21,0.73,0.37,0.57,13.5,11.2,4.3,15.5,0.71,0.23,0.93,0.59,0.81
266,Ruslan Malinovskyi,ua UKR,"FW,MF",28.0,30,19,1592.0,17.7,6.0,5.0,6.0,0.0,0.0,10.0,0.0,0.34,0.28,0.62,0.34,0.62,3.7,3.7,6.2,9.9,0.21,0.35,0.56,0.21,0.56
267,Matteo Pessina,it ITA,"MF,FW",24.0,27,18,1438.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06,0.06,0.13,0.06,0.13,2.7,2.7,1.3,4.0,0.17,0.08,0.25,0.17,0.25
268,Luis Muriel,co COL,FW,30.0,27,17,1539.0,17.1,9.0,8.0,7.0,2.0,2.0,1.0,0.0,0.53,0.47,0.99,0.41,0.88,7.2,5.7,5.5,11.2,0.42,0.32,0.75,0.33,0.65
269,Rafael Tolói,it ITA,DF,30.0,20,16,1438.0,16.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.13,0.06,0.13,1.3,1.3,0.5,1.8,0.08,0.03,0.11,0.08,0.11
270,Hans Hateboer,nl NED,DF,27.0,21,16,1386.0,15.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.8,2.7,0.12,0.05,0.17,0.12,0.17
271,Joakim Mæhle,dk DEN,DF,24.0,26,15,1471.0,16.3,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.06,0.12,0.06,0.12,1.9,1.9,1.1,3.0,0.12,0.07,0.19,0.12,0.19
272,Giuseppe Pezzella,it ITA,DF,23.0,21,10,1072.0,11.9,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17,0.4,0.4,1.1,1.6,0.04,0.09,0.13,0.04,0.13
273,Giorgio Scalvini,it ITA,"DF,MF",17.0,18,9,763.0,8.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,1.7,1.7,0.2,1.9,0.2,0.02,0.23,0.2,0.23
274,Josip Iličić,si SVN,"FW,MF",33.0,20,8,841.0,9.3,3.0,3.0,3.0,0.0,1.0,1.0,0.0,0.32,0.32,0.64,0.32,0.64,3.4,2.6,3.5,6.2,0.36,0.38,0.74,0.28,0.66
275,Aleksei Miranchuk,ru RUS,"MF,FW",25.0,19,7,772.0,8.6,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.23,0.58,0.82,0.23,0.82,1.6,1.6,3.0,4.6,0.19,0.35,0.54,0.19,0.54
276,Jeremie Boga,ci CIV,"FW,MF",24.0,15,7,764.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.6,2.8,0.14,0.19,0.33,0.14,0.33
277,Robin Gosens,de GER,DF,27.0,6,5,460.0,5.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.2,0.0,0.2,0.2,0.2,1.5,1.5,0.4,1.9,0.29,0.08,0.37,0.29,0.37
278,Marco Sportiello,it ITA,GK,29.0,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Matteo Lovato,it ITA,"DF,MF",21.0,6,3,305.0,3.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.01,0.03,0.05,0.01,0.05
280,Roberto Piccoli,it ITA,FW,20.0,12,1,196.0,2.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,1.1,1.1,0.2,1.4,0.53,0.09,0.62,0.53,0.62
281,Valentin Mihaila,ro ROU,"FW,MF",21.0,5,0,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
282,Moustapha Cissé,gn GUI,FW,17.0,3,0,38.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,0.5,0.5,0.0,0.5,1.21,0.0,1.21,1.21,1.21
283,Sam Lammers,nl NED,FW,24.0,2,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Francesco Rossi,it ITA,GK,30.0,1,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Tommaso De Nipoti,it ITA,MF,18.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Alassane Sidibe,ci CIV,FW,19.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Giorgio Cittadini,it ITA,DF,19.0,2,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Tommaso Bertini,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
289,Jacopo Da Riva,it ITA,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
290,Matevz Dajcar,it ITA,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
291,Enrico Del Prato,it ITA,"DF,MF",21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
292,Samuel Giovane,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
293,Andrea Oliveri,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
294,Simone Panada,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
295,Guillaume Philippe Renault,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
296,Jacopo Sassi,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
297,Bosko Sutalo,hr CRO,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
298,Federico Zuccon,it ITA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
299,Lorenzo Montipò,it ITA,GK,25.0,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,Gianluca Caprari,it ITA,"FW,MF",28.0,35,33,2739.0,30.4,12.0,7.0,10.0,2.0,2.0,4.0,0.0,0.39,0.23,0.62,0.33,0.56,7.3,5.7,6.8,12.5,0.24,0.22,0.46,0.19,0.41
301,Darko Lazović,rs SRB,DF,30.0,34,32,2766.0,30.7,1.0,7.0,1.0,0.0,0.0,2.0,0.0,0.03,0.23,0.26,0.03,0.26,3.6,3.6,5.7,9.3,0.12,0.19,0.3,0.12,0.3
302,Giovanni Simeone,ar ARG,FW,26.0,35,32,2653.0,29.5,17.0,5.0,17.0,0.0,1.0,8.0,0.0,0.58,0.17,0.75,0.58,0.75,10.7,9.9,2.7,12.6,0.36,0.09,0.45,0.34,0.43
303,Nicolò Casale,it ITA,DF,23.0,36,30,2586.0,28.7,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.03,0.03,0.0,0.03,0.7,0.7,1.3,2.0,0.03,0.04,0.07,0.03,0.07
304,Davide Faraoni,it ITA,DF,29.0,32,30,2572.0,28.6,4.0,5.0,4.0,0.0,0.0,8.0,1.0,0.14,0.17,0.31,0.14,0.31,2.7,2.7,2.9,5.6,0.1,0.1,0.2,0.1,0.2
305,Ivan Ilić,rs SRB,MF,20.0,32,30,2526.0,28.1,1.0,3.0,1.0,0.0,0.0,5.0,1.0,0.04,0.11,0.14,0.04,0.14,2.3,2.3,1.4,3.7,0.08,0.05,0.13,0.08,0.13
306,Koray Günter,de GER,DF,26.0,30,29,2411.0,26.8,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,1.0,0.01,0.03,0.04,0.01,0.04
307,Federico Ceccherini,it ITA,DF,29.0,34,29,2358.0,26.2,1.0,0.0,1.0,0.0,0.0,12.0,1.0,0.04,0.0,0.04,0.04,0.04,1.8,1.8,0.7,2.6,0.07,0.03,0.1,0.07,0.1
308,Antonín Barák,cz CZE,"FW,MF",26.0,29,27,2340.0,26.0,11.0,4.0,7.0,4.0,4.0,4.0,0.0,0.42,0.15,0.58,0.27,0.42,9.5,6.5,3.4,9.8,0.37,0.13,0.5,0.25,0.38
309,Adrien Tameze,cm CMR,"MF,DF",27.0,38,26,2574.0,28.6,4.0,2.0,4.0,0.0,0.0,4.0,0.0,0.14,0.07,0.21,0.14,0.21,1.4,1.4,1.7,3.0,0.05,0.06,0.11,0.05,0.11
310,Miguel Veloso,pt POR,MF,35.0,22,17,1343.0,14.9,0.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,0.2,0.2,0.0,0.2,0.6,0.6,2.0,2.6,0.04,0.13,0.18,0.04,0.18
311,Paweł Dawidowicz,pl POL,DF,26.0,17,13,1198.0,13.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04
312,Kevin Lasagna,it ITA,"FW,MF",28.0,28,11,1184.0,13.2,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.15,0.3,0.46,0.15,0.46,3.5,3.5,2.2,5.7,0.27,0.17,0.44,0.27,0.44
313,Fabio Depaoli,it ITA,DF,24.0,18,7,703.0,7.8,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.13,0.13,0.26,0.13,0.26,0.6,0.6,0.3,0.9,0.07,0.04,0.12,0.07,0.12
314,Martin Hongla,cm CMR,MF,23.0,18,7,651.0,7.2,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,0.14,0.14,1.5,1.5,0.0,1.5,0.21,0.0,0.21,0.21,0.21
315,Bosko Sutalo,hr CRO,DF,21.0,24,6,920.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.03,0.01,0.03,0.03,0.03
316,Daniel Bessa,it ITA,"MF,FW",28.0,24,5,768.0,8.5,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.12,0.12,0.23,0.12,0.23,0.3,0.3,0.8,1.2,0.04,0.1,0.14,0.04,0.14
317,Giangiacomo Magnani,it ITA,DF,25.0,14,5,530.0,5.9,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.1,0.0,0.1,0.1,0.1
318,Nikola Kalinić,hr CRO,FW,33.0,14,4,406.0,4.5,4.0,1.0,4.0,0.0,0.0,5.0,1.0,0.89,0.22,1.11,0.89,1.11,2.8,2.8,0.9,3.7,0.62,0.2,0.82,0.62,0.82
319,Ivor Pandur,hr CRO,GK,21.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Diego Coppola,it ITA,DF,17.0,4,3,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
321,Mattia Zaccagni,it ITA,"MF,FW",26.0,2,2,180.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,1.2,0.4,0.8,1.2,0.59,0.39,0.98,0.21,0.6
322,Matteo Cancellieri,it ITA,"MF,DF",19.0,12,1,227.0,2.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.4,0.2,0.2,0.2,0.4,0.07,0.1,0.17,0.07,0.17
323,Alessandro Berardi,it ITA,GK,30.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,Panagiotis Retsos,gr GRE,"DF,MF",22.0,5,1,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.0,0.09
325,Yıldırım Mert Çetin,tr TUR,DF,24.0,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,Samuel Di Carmine,it ITA,FW,32.0,1,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
327,Mateusz Praszelik,pl POL,"FW,MF",20.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
328,Gianluca Frabotta,it ITA,"DF,FW",22.0,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,Filippo Terracciano,it ITA,DF,18.0,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,Elia Boseggia,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
331,David Bosilj,si SVN,FW,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
332,Mattia Chiesa,it ITA,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
333,Mattia Florio,it ITA,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
334,Kaur Kivila,ee EST,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
335,Christian Pierobon,it ITA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
336,Antonino Ragusa,it ITA,"FW,MF",31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
337,Kevin Rüegg,ch SUI,"DF,MF",22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
338,Giacomo Toniolo,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
339,Mattia Turra,it ITA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
340,Saša Lukić,rs SRB,MF,24.0,35,34,2982.0,33.1,5.0,4.0,2.0,3.0,3.0,10.0,0.0,0.15,0.12,0.27,0.06,0.18,4.4,2.1,4.5,6.6,0.13,0.14,0.27,0.06,0.2
341,Gleison Bremer,br BRA,DF,24.0,33,33,2890.0,32.1,3.0,1.0,3.0,0.0,0.0,7.0,0.0,0.09,0.03,0.12,0.09,0.12,4.1,4.1,0.2,4.3,0.13,0.01,0.13,0.13,0.13
342,Wilfried Singo,ci CIV,DF,20.0,35,32,2607.0,29.0,3.0,4.0,3.0,0.0,0.0,5.0,1.0,0.1,0.14,0.24,0.1,0.24,2.7,2.7,2.4,5.1,0.09,0.08,0.18,0.09,0.18
343,Ricardo Rodríguez,ch SUI,DF,28.0,34,28,2473.0,27.5,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,0.3,0.3,1.6,1.8,0.01,0.06,0.07,0.01,0.07
344,Vanja Milinković-Savić,rs SRB,GK,24.0,27,27,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
345,Josip Brekalo,hr CRO,"FW,MF",23.0,32,26,2286.0,25.4,7.0,2.0,7.0,0.0,0.0,1.0,0.0,0.28,0.08,0.35,0.28,0.35,4.7,4.7,5.1,9.9,0.19,0.2,0.39,0.19,0.39
346,Tommaso Pobega,it ITA,MF,22.0,33,24,2240.0,24.9,4.0,2.0,4.0,0.0,0.0,11.0,0.0,0.16,0.08,0.24,0.16,0.24,3.8,3.8,0.8,4.5,0.15,0.03,0.18,0.15,0.18
347,Mërgim Vojvoda,xk KVX,DF,26.0,29,22,1976.0,22.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14,1.5,1.5,2.4,4.0,0.07,0.11,0.18,0.07,0.18
348,Antonio Sanabria,py PAR,FW,25.0,29,22,1803.0,20.0,6.0,1.0,6.0,0.0,0.0,3.0,0.0,0.3,0.05,0.35,0.3,0.35,8.1,8.1,1.5,9.6,0.4,0.07,0.48,0.4,0.48
349,Koffi Djidji,ci CIV,DF,28.0,25,21,1735.0,19.3,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.03,0.0,0.03,0.03,0.03
350,Dennis Praet,be BEL,"FW,MF",27.0,23,17,1539.0,17.1,2.0,2.0,2.0,0.0,0.0,3.0,0.0,0.12,0.12,0.23,0.12,0.23,2.5,2.5,4.1,6.6,0.15,0.24,0.39,0.15,0.39
351,Ola Aina,ng NGA,DF,24.0,21,17,1437.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.4,1.7,0.02,0.09,0.11,0.02,0.11
352,Andrea Belotti,it ITA,FW,27.0,22,16,1371.0,15.2,8.0,1.0,5.0,3.0,3.0,1.0,0.0,0.53,0.07,0.59,0.33,0.39,7.6,5.3,1.0,6.3,0.5,0.06,0.56,0.35,0.41
353,Rolando Mandragora,it ITA,MF,24.0,21,16,1319.0,14.7,0.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.14,0.14,0.0,0.14,1.2,1.2,2.7,3.9,0.08,0.19,0.27,0.08,0.27
354,David Zima,cz CZE,DF,20.0,20,13,1314.0,14.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,1.1,0.05,0.03,0.07,0.05,0.07
355,Marko Pjaca,hr CRO,"MF,FW",26.0,24,13,1149.0,12.8,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,1.9,1.9,1.1,3.0,0.15,0.09,0.24,0.15,0.24
356,Alessandro Buongiorno,it ITA,DF,22.0,23,12,1181.0,13.1,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,0.5,0.5,0.7,1.2,0.04,0.05,0.09,0.04,0.09
357,Karol Linetty,pl POL,"MF,FW",26.0,16,11,896.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.4,2.3,0.09,0.14,0.23,0.09,0.23
358,Etrit Berisha,al ALB,GK,32.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Samuele Ricci,it ITA,MF,19.0,12,9,722.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.9,0.05,0.06,0.11,0.05,0.11
360,Armando Izzo,it ITA,DF,29.0,11,6,526.0,5.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.07,0.0,0.07,0.07,0.07
361,Cristian Ansaldi,ar ARG,DF,34.0,19,5,691.0,7.7,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.39,0.39,0.0,0.39,0.3,0.3,1.4,1.7,0.04,0.19,0.22,0.04,0.22
362,Pietro Pellegri,it ITA,FW,20.0,9,1,216.0,2.4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.42,0.0,0.42,0.42,0.42,0.4,0.4,0.1,0.5,0.18,0.05,0.23,0.18,0.23
363,Tomás Rincón,ve VEN,"MF,FW",33.0,7,1,163.0,1.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
364,Demba Seck,sn SEN,"FW,MF",20.0,6,1,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.36,0.0,0.36,0.36,0.36
365,Luca Gemello,it ITA,GK,21.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Daniele Baselli,it ITA,"MF,FW",29.0,6,0,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.17,0.01,0.18,0.17,0.18
367,Simone Zaza,it ITA,"FW,MF",30.0,10,0,129.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7,0.0,0.7,0.7,0.7
368,Ben Lhassine Kone,ci CIV,MF,21.0,1,0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.09,0.09,0.0,0.09
369,Magnus Warming,dk DEN,"FW,DF",21.0,4,0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Simone Verdi,it ITA,"FW,MF",29.0,3,0,46.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.96,0.0,1.96,1.96,1.96,0.3,0.3,0.0,0.4,0.62,0.07,0.69,0.62,0.69
371,Samuele Angori,it ITA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
372,Andrei Anton,it ITA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
373,Simone Edera,it ITA,MF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
374,Mohamed Fares,dz ALG,"DF,FW",25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
375,Matt Garbett,nz NZL,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
376,Alberto Milan,it ITA,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
377,Nicola Rauti,it ITA,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
378,Jacopo Segre,it ITA,MF,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
379,Denis Stojković,rs SRB,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
380,Andrea Consigli,it ITA,GK,34.0,37,37,3322.0,36.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
381,Gian Marco Ferrari,it ITA,DF,29.0,36,35,3124.0,34.7,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.03,0.0,0.03,0.03,0.03,1.9,1.9,0.4,2.3,0.05,0.01,0.07,0.05,0.07
382,Davide Frattesi,it ITA,MF,21.0,36,35,2854.0,31.7,4.0,3.0,4.0,0.0,0.0,6.0,0.0,0.13,0.09,0.22,0.13,0.22,6.5,6.5,3.5,10.0,0.2,0.11,0.32,0.2,0.32
383,Maxime Lopez,fr FRA,MF,23.0,35,33,2938.0,32.6,2.0,1.0,2.0,0.0,0.0,14.0,0.0,0.06,0.03,0.09,0.06,0.09,1.3,1.3,2.9,4.2,0.04,0.09,0.13,0.04,0.13
384,Domenico Berardi,it ITA,FW,26.0,33,33,2819.0,31.3,15.0,14.0,9.0,6.0,6.0,9.0,0.0,0.48,0.45,0.93,0.29,0.73,12.4,7.8,8.4,16.2,0.4,0.27,0.66,0.25,0.52
385,Giacomo Raspadori,it ITA,"MF,FW",21.0,36,32,2740.0,30.4,10.0,4.0,10.0,0.0,0.0,9.0,1.0,0.33,0.13,0.46,0.33,0.46,7.3,7.3,3.8,11.1,0.24,0.13,0.36,0.24,0.36
386,Vlad Chiricheș,ro ROU,DF,31.0,29,27,2300.0,25.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.7,0.03,0.0,0.03,0.03,0.03
387,Gianluca Scamacca,it ITA,FW,22.0,36,25,2146.0,23.8,16.0,0.0,15.0,1.0,1.0,7.0,0.0,0.67,0.0,0.67,0.63,0.63,10.8,10.0,2.4,12.5,0.45,0.1,0.56,0.42,0.52
388,Mert Müldür,tr TUR,DF,22.0,31,24,2046.0,22.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.2,1.9,0.03,0.05,0.08,0.03,0.08
389,Giorgos Kyriakopoulos,gr GRE,"DF,FW",25.0,29,22,1975.0,21.9,0.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,0.23,0.23,0.0,0.23,0.9,0.9,3.2,4.2,0.04,0.15,0.19,0.04,0.19
390,Hamed Junior Traorè,ci CIV,"FW,MF",21.0,31,21,1775.0,19.7,7.0,2.0,7.0,0.0,0.0,3.0,0.0,0.35,0.1,0.46,0.35,0.46,4.6,4.6,3.2,7.8,0.23,0.16,0.39,0.23,0.39
